sentence,smell confidence,overt or impiled,smell words,,
"In appendix F. is a list showing that 85 structural alterations affecting 76 vessels have been ordered, but are not yet carried out.",0,,,,
Official No. Owners or Brokers.,0,,,,
"He came home in the s.s. "" London,"" reaching London on the 20th, and at once left the ship and went to his home in Upper East Smithfield.",0,,,,
"Fortyeight specimens of sputum were sent by medical practitioners to the Lister Institute for examination, as against 75 in 1919.",0,,,,
"At the end of July three children suffering from Surgical Tuberculosis were sent out to Switzerland to one of Dr. Rollier's clinics, at Leysin.",0,,,,
"I have the honour to be, Gentlemen, Your obedient Servant, WILLIAM COLLINGRIDGE, M.D., Medical Officer of Health, Port of London.",0,,,,
"The following table shows the amount of house and trade refuse disposed of during the year ended December, 1923:- Loads.",0,,,,
"The compulsory notification of measles and German measles ceased on the 31st January, 1920.",0,,,,
1 45 and under 65 years.,0,,,,
"200 mothers, with at least twice as many children, achieved this happy result, and thoroughly enjoyed their day by the sea.",0,,,,
Population estimated to middle of year.,0,,,,
"HY. HOMEWOOD CRAWFORD, City Solicitor.",0,,,,
"It is very difficult at any time to arrive at the truth of cholera returns of Spain, but it would appear that the disease has been confined to a comparatively small part of the province of Valencia, and that the number of cases has not exceeded some 400.",0,,,,
I have calculated that each of the Medical Officers would have an equivalent of 7 sessions per week.,0,,,,
"Under the auspices of the Local Government Board an attempt was made in November, 1915, to make these After-Care Committees permanent, but it was felt that the matter should be postponed until after the war, and temporary Committees were instituted under the name of the Interim Tuberculosis Care Committees.",0,,,,
"CANAL BOATS. I beg to report that during the year 1902, from my appointment as Canal Boat Inspector in April, I have from time to time made inspections on the Canal bank of the Grand Surrey Canal, and the portion of the Creek within the borough, with a view to the inspection of boats; but only on one occasion, May 20th, have I found a boat, ""Alice,"" ""Registered No. 231, Port of London,"" subject to such inspection, on which occasion I found no one on board, and the cabins padlocked.",0,,,,
NOTIFICATIONS AND DEATHS IN EACH WARD. Wards.,0,,,,
"In London the death-rate for 1920 was 12-4 per 1,000.",0,,,,
"The number of deaths registered from these Zymotic diseases amounted to 211, as compared with 257 for the previous year.",0,,,,
"These latter cases were clearly chicken-pox, and the first was the only doubtful one.",0,,,,
"The fact was reported to the Plymouth Local Authority, where the vessel touched, but no action was taken there.",0,,,,
The condition of admission to the party was that each mother should have made a minimum of 12 attendances at the Centre during the previous year.,0,,,,
THE RIVER. During the hot weather the condition of the river water gave rise to considerable anxiety on the part of those concerned with the care of the Public Health.,0,,,,
Failing to keep or permit inspection of lists.,0,,,,
"Three pamphlets and a leaflet have been written for use at the lectures and open-air demonstrations, and two more pamphlets are in the printer's hands.",0,,,,
(6) Lectures in Halls within the Borough.,0,,,,
It is to be hoped that neither body will sanction a continuance of these premises unless a sufficiently high standard of suitability is secured.,0,,,,
"Table I. —Attendances at M. and C.W. Centres for the fifty-three weeks ended January 3rd, 1925:- Class for mothers.",0,,,,
No. of Vessels in which Alterations have been ordered.,0,,,,
Proceedings for the recovery of the penalties shall be instituted by the Sanitary Authority for the District in which the offence was committed or of the District to the Medical Officer of which such notification as aforesaid ought to have been made or in which such itinerant vendor as aforesaid shall offer any such commodity as aforesaid for sale as the case may be.,0,,,,
East India Dock Enteric Fever Cape Town Met.,0,,,,
"The first case was that of a lad who joined the vessel on 1st May, after 14 days' leave of absence.",0,,,,
Every itinerant vendor of any such commodity as afore- said shall if not himself the manufacturer thereof exhibit in a legible manner on a conspicuous part of his barrow a notice stating the name and address of the person from whom he obtains such commodity and if such vendor is himself the manufacturer of such commodity he shall in the same manner exhibit his own name and address.,0,,,,
"They have been generally examined by the Tuberculosis Officer as contacts, and although they seem frail and delicate, and possess many symptoms which makes one suspect tuberculosis, no definite evidence of the actual disease can be found.",0,,,,
There have been but few cases of infectious disease.,0,,,,
"Some difficulty was found in getting mothers to go there during the winter months of December and January, so some relaxation was made during these months of the Council's decision not to allow anyone but a mother and one infant to go.",0,,,,
"We have to report that, in consequence of the resignation of Mr. William Henry Lewis, one of the Inspectors of the Port, we took steps to fill the vacancy, and, from a considerable number of applicants, we have selected Thomas William Bailey.",0,,,,
"During the year under report there were two matters which especially occupied the attention of the Department and the Council, and these were Sun Treatment—especially for Tuberculosis —and Propaganda, having for its object the education of the masses in hygiene.",0,,,,
"LONDON: SHIELD AND SPRING, PRINTERS, LANCELOT PLACE, BROMPTON ROAD, S.W. 7 1921.",0,,,,
"The bottles must be closed by a suitable cap and in such a manner that they cannot be tampered with without damaging the seal, and the "" Grade "" of milk and day of production must be plainly printed on the cap.",0,,,,
"The shop for sale of hot and cold viands is placed in a convenient position with a direct servery thereto, and with easy communication to the kitchen in the rear.",0,,,,
Returned as not Small Pox.,0,,,,
"Dr. C. J. Harrison acted as Honorary Medical Officer of the Day Nursery throughout the year, but resigned in December.",0,,,,
Two of the cases were removed to hospital.,0,,,,
There were 12 cases of this disease notified during the year.,0,,,,
"There were 48 deaths due to this disease, which is below the average for the last 10 years, and 35 above the number for 1923.",0,,,,
This gives a zymotic death-rate of ·95.,0,,,,
On return of the boys no further cases occurred.,0,,,,
"This was investigated by your Chairman and Dr. Hill, who found that there was really no nuisance that could fairly be considered as in any way injurious to health.",0,,,,
"This makes a total of 1,000 patients per annum who would greatly profit by such heliotherapy and open air as we could apply in Bermondsey.",0,,,,
"39 APPENDIX J. 25,963 (28th August, 1890.) Cholera Regulations : Ports.",0,,,,
"Provided, that if the examination be not commenced within twelve hours after notice given as aforesaid, the ship shall, on the expiration of the said twelve hours, be released from detention.",0,,,,
"For instance, with the van we use, we were informed by the best people in the cinema trade that certain things could not be done, as they themselves had tried to overcome the difficulties in Wembley.",0,,,,
Number of Beds : 16.,0,,,,
"These we purpose using as an experimental plant so as to carry out, as far as possible, the ideas which we gained from the visits to the various clinics.",0,,,,
